QueryID,query,Table id,rank,early_fusion,table
2,Q0,table-1064-455,55.0,1e-06,smarttable
2,Q0,table-1064-381,56.0,1e-06,smarttable
2,Q0,table-1064-447,57.0,1e-06,smarttable
2,Q0,table-1064-388,58.0,1e-06,smarttable
2,Q0,table-0398-518,59.0,1e-06,smarttable
2,Q0,table-0530-747,60.0,1e-06,smarttable
2,Q0,table-0654-76,61.0,1e-06,smarttable
3,Q0,table-0327-490,1.0,0.6230885718205368,smarttable
3,Q0,table-1275-187,2.0,0.5100127923556996,smarttable
3,Q0,table-0110-38,3.0,0.46851382748229436,smarttable
3,Q0,table-1254-979,4.0,0.4491164364066379,smarttable
3,Q0,table-0928-773,5.0,0.43146732603732985,smarttable
3,Q0,table-0187-658,6.0,0.3785756820481689,smarttable
3,Q0,table-0009-475,7.0,0.3610239370439858,smarttable
3,Q0,table-0483-357,8.0,0.34956971356352545,smarttable
3,Q0,table-0909-908,9.0,0.3369177594786325,smarttable
3,Q0,table-1435-370,10.0,0.3250981621996058,smarttable
3,Q0,table-0990-862,11.0,0.311655094219597,smarttable
3,Q0,table-0564-300,12.0,0.28273229511603465,smarttable
3,Q0,table-0258-207,13.0,0.2776085350568413,smarttable
3,Q0,table-0007-837,14.0,0.2630586669794582,smarttable
3,Q0,table-1546-808,15.0,0.23458541187507437,smarttable
3,Q0,table-0005-923,16.0,0.23374263690766672,smarttable
3,Q0,table-0005-922,17.0,0.23374263690766672,smarttable
3,Q0,table-0005-921,18.0,0.23374263690766672,smarttable
3,Q0,table-0005-924,19.0,0.22710751038022192,smarttable
3,Q0,table-0005-926,20.0,0.19957013181475985,smarttable
3,Q0,table-0005-925,21.0,0.19938873217609154,smarttable
3,Q0,table-0168-817,22.0,0.16141991549440535,smarttable
3,Q0,table-1492-789,23.0,0.1610723771258686,smarttable
3,Q0,table-0312-107,24.0,0.14690823971945685,smarttable
3,Q0,table-1245-278,25.0,0.13706259920979127,smarttable
3,Q0,table-1245-277,26.0,0.1366726577911199,smarttable
3,Q0,table-1438-931,27.0,0.11769926081480366,smarttable
3,Q0,table-1137-280,28.0,0.1149953124138238,smarttable
3,Q0,table-1284-743,29.0,0.11071457905219048,smarttable
3,Q0,table-0676-796,30.0,0.11060678547296075,smarttable
3,Q0,table-0016-438,31.0,0.09601420815940072,smarttable
3,Q0,table-0005-927,32.0,0.09549158632548062,smarttable
3,Q0,table-0257-866,33.0,0.08670895381928853,smarttable
3,Q0,table-0523-299,34.0,0.07861804993747995,smarttable
3,Q0,table-0100-833,35.0,0.07368011598023001,smarttable
3,Q0,table-0100-834,36.0,0.07363619550907251,smarttable
3,Q0,table-0584-496,37.0,0.06733908574792646,smarttable
3,Q0,table-1061-706,38.0,0.062492623108147446,smarttable
3,Q0,table-0287-961,39.0,0.054831423648584676,smarttable
3,Q0,table-1616-460,40.0,0.054656011543924,smarttable
3,Q0,table-1209-300,41.0,0.05149785485289489,smarttable
3,Q0,table-0100-835,42.0,0.041341024436167474,smarttable
3,Q0,table-1060-869,43.0,0.03812633239291431,smarttable
3,Q0,table-0264-280,44.0,0.036453855704685005,smarttable
3,Q0,table-0282-248,45.0,0.03559325593073135,smarttable
4,Q0,table-1511-87,1.0,0.6725553806816499,smarttable
4,Q0,table-1417-148,2.0,0.6334137091900441,smarttable
4,Q0,table-1417-149,3.0,0.5820206683826029,smarttable
4,Q0,table-1417-140,4.0,0.5818844537366686,smarttable
4,Q0,table-1417-141,5.0,0.5766783234100965,smarttable
4,Q0,table-1034-621,6.0,0.5649995090427667,smarttable
4,Q0,table-1417-135,7.0,0.5148120416775063,smarttable
4,Q0,table-0264-473,8.0,0.5146718913426095,smarttable
4,Q0,table-0424-537,9.0,0.4953899900019393,smarttable
4,Q0,table-1511-78,10.0,0.48400735682497004,smarttable
4,Q0,table-1511-79,11.0,0.4609945302534802,smarttable
4,Q0,table-1417-134,12.0,0.46012603408603314,smarttable
4,Q0,table-1417-146,13.0,0.4601260340860331,smarttable
4,Q0,table-1417-139,14.0,0.45127546026262644,smarttable
4,Q0,table-0351-52,15.0,0.44384127370840376,smarttable
4,Q0,table-1417-136,16.0,0.4429441346835486,smarttable
4,Q0,table-1417-138,17.0,0.4405329703410309,smarttable
4,Q0,table-1417-142,18.0,0.42903189143848625,smarttable
4,Q0,table-1417-137,19.0,0.4273201307646125,smarttable
4,Q0,table-1417-144,20.0,0.4225018554069968,smarttable
4,Q0,table-0285-127,21.0,0.41490252180623227,smarttable
4,Q0,table-1511-86,22.0,0.41303961111546045,smarttable
4,Q0,table-0082-138,23.0,0.41060913066875915,smarttable
4,Q0,table-1511-85,24.0,0.40443873623990234,smarttable
4,Q0,table-0082-136,25.0,0.3955037049352975,smarttable
4,Q0,table-1511-81,26.0,0.39124320036084215,smarttable
4,Q0,table-0056-581,27.0,0.38933281256016355,smarttable
4,Q0,table-1069-815,28.0,0.383115349821241,smarttable
4,Q0,table-0610-364,29.0,0.3792606724636505,smarttable
4,Q0,table-1487-841,30.0,0.3630321177522521,smarttable
4,Q0,table-1511-82,31.0,0.3589279715671402,smarttable
4,Q0,table-1417-145,32.0,0.350154513526158,smarttable
4,Q0,table-1511-77,33.0,0.348210043286971,smarttable
4,Q0,table-0962-711,34.0,0.3431400304685688,smarttable
4,Q0,table-1417-143,35.0,0.32346576650237424,smarttable
4,Q0,table-1602-196,36.0,0.31928939872907,smarttable
4,Q0,table-0220-359,37.0,0.3171991588873827,smarttable
4,Q0,table-1511-83,38.0,0.3132308494743395,smarttable
4,Q0,table-0453-683,39.0,0.30714531156806424,smarttable
4,Q0,table-0983-978,40.0,0.30274101742448706,smarttable
4,Q0,table-1407-748,41.0,0.26729226886245605,smarttable
4,Q0,table-0285-122,42.0,0.26234814223257086,smarttable
4,Q0,table-0494-248,43.0,0.2576739712958811,smarttable
4,Q0,table-1181-159,44.0,0.2323049604460859,smarttable
4,Q0,table-1511-80,45.0,0.22535835298808438,smarttable
4,Q0,table-0817-919,46.0,0.22201695280718753,smarttable
4,Q0,table-1511-84,47.0,0.20356111659517612,smarttable
4,Q0,table-1524-733,48.0,0.1965237659971773,smarttable
4,Q0,table-0246-812,49.0,0.1571820310780381,smarttable
4,Q0,table-0344-892,50.0,0.15208500076123005,smarttable
4,Q0,table-0598-531,51.0,0.14378061478329504,smarttable
4,Q0,table-0046-647,52.0,0.11798823515861799,smarttable
4,Q0,table-0283-329,53.0,0.11667241487051909,smarttable
4,Q0,table-1162-118,54.0,0.11038421421409547,smarttable
4,Q0,table-1417-147,55.0,0.06670741446306558,smarttable
4,Q0,table-0020-478,56.0,0.03466581317322179,smarttable
4,Q0,table-0504-474,57.0,0.0,smarttable
5,Q0,table-0452-375,1.0,0.5950107509729685,smarttable
5,Q0,table-0600-605,2.0,0.5442631792753613,smarttable
5,Q0,table-0600-606,3.0,0.5419990399628364,smarttable
5,Q0,table-0600-604,4.0,0.5419990399628364,smarttable
5,Q0,table-1258-614,5.0,0.5307926520391071,smarttable
5,Q0,table-1647-516,6.0,0.5157097167378973,smarttable
5,Q0,table-1421-59,7.0,0.45959469607996617,smarttable
5,Q0,table-0094-799,8.0,0.4549503262411499,smarttable
5,Q0,table-0248-862,9.0,0.4427200109587514,smarttable
5,Q0,table-0604-203,10.0,0.41775533337513426,smarttable
5,Q0,table-1456-444,11.0,0.4015128918383909,smarttable
5,Q0,table-1530-281,12.0,0.3943548815824713,smarttable
5,Q0,table-0513-19,13.0,0.39061377011655,smarttable
5,Q0,table-1371-139,14.0,0.39055385495671296,smarttable
5,Q0,table-1038-539,15.0,0.3888202660882847,smarttable
5,Q0,table-0218-113,16.0,0.38652080921648296,smarttable
5,Q0,table-1502-478,17.0,0.3847297645056233,smarttable
5,Q0,table-0600-601,18.0,0.3820403022207775,smarttable
5,Q0,table-1421-60,19.0,0.37535374263545124,smarttable
5,Q0,table-1264-72,20.0,0.36657006029839984,smarttable
5,Q0,table-1385-549,21.0,0.35273889070179953,smarttable
5,Q0,table-1143-49,22.0,0.3480471803986817,smarttable
5,Q0,table-1455-559,23.0,0.336846951864192,smarttable
5,Q0,table-1579-1000,24.0,0.324971410497655,smarttable
5,Q0,table-1412-411,25.0,0.31338620574604903,smarttable
5,Q0,table-0507-619,26.0,0.31222232614230255,smarttable
5,Q0,table-1117-191,27.0,0.3118020514208725,smarttable
5,Q0,table-0730-513,28.0,0.2986796763032543,smarttable
5,Q0,table-1465-272,29.0,0.29512056840655154,smarttable
5,Q0,table-1241-882,30.0,0.2948192361268725,smarttable
5,Q0,table-1626-482,31.0,0.2669512231367917,smarttable
5,Q0,table-0600-600,32.0,0.26654095855312454,smarttable
5,Q0,table-0407-989,33.0,0.22887478514439175,smarttable
5,Q0,table-1293-70,34.0,0.19125617116901325,smarttable
5,Q0,table-0986-401,35.0,0.18635557810738118,smarttable
5,Q0,table-0299-460,36.0,0.1808403964746158,smarttable
5,Q0,table-1499-275,37.0,0.17899526066499385,smarttable
5,Q0,table-0735-615,38.0,0.16703885742687372,smarttable
5,Q0,table-1513-956,39.0,0.15561714348675573,smarttable
5,Q0,table-1595-516,40.0,0.13688840455967638,smarttable
5,Q0,table-1633-834,41.0,0.11395228683894615,smarttable
5,Q0,table-1088-407,42.0,0.11370406962964578,smarttable
5,Q0,table-1088-409,43.0,0.11370406962964578,smarttable
5,Q0,table-1424-83,44.0,0.10577859685924912,smarttable
5,Q0,table-0174-731,45.0,0.10289299145294985,smarttable
5,Q0,table-0702-591,46.0,0.08336035404915976,smarttable
5,Q0,table-1599-557,47.0,0.08311911402037302,smarttable
5,Q0,table-1444-333,48.0,0.0738055155253465,smarttable
5,Q0,table-0447-729,49.0,0.06419583533581416,smarttable
6,Q0,table-1280-419,1.0,0.5739691353228302,smarttable
6,Q0,table-1359-957,2.0,0.48558216596650333,smarttable
6,Q0,table-1352-879,3.0,0.47092943010629934,smarttable
6,Q0,table-1495-660,4.0,0.4654306483246904,smarttable
6,Q0,table-1370-780,5.0,0.43505280753213393,smarttable
6,Q0,table-0386-340,6.0,0.4137297710837266,smarttable
6,Q0,table-1506-649,7.0,0.41268631306622944,smarttable
6,Q0,table-0364-358,8.0,0.3981574368127367,smarttable
6,Q0,table-0085-402,9.0,0.39741772950869686,smarttable
6,Q0,table-1495-661,10.0,0.388069712267862,smarttable
6,Q0,table-1393-928,11.0,0.3838055977972583,smarttable
6,Q0,table-1421-346,12.0,0.3779829444206155,smarttable
6,Q0,table-1588-343,13.0,0.366387758750076,smarttable
6,Q0,table-1488-888,14.0,0.36631328038684813,smarttable
6,Q0,table-1393-929,15.0,0.3637430933325453,smarttable
6,Q0,table-0008-994,16.0,0.33772389110133033,smarttable
6,Q0,table-0313-748,17.0,0.3274673670160239,smarttable
6,Q0,table-0149-220,18.0,0.326765058262581,smarttable
6,Q0,table-1327-739,19.0,0.31706218812557824,smarttable
6,Q0,table-1650-173,20.0,0.3057450004336742,smarttable
6,Q0,table-0722-993,21.0,0.29973652525088507,smarttable
6,Q0,table-0135-490,22.0,0.2903851864141789,smarttable
6,Q0,table-0729-805,23.0,0.28800537634270046,smarttable
6,Q0,table-1327-370,24.0,0.28136596912590034,smarttable
6,Q0,table-0609-321,25.0,0.28041470289519693,smarttable
6,Q0,table-0417-972,26.0,0.2793847181714699,smarttable
6,Q0,table-0553-650,27.0,0.25388790386851345,smarttable
6,Q0,table-0402-824,28.0,0.2415518355991218,smarttable
6,Q0,table-0349-707,29.0,0.2318093408069535,smarttable
6,Q0,table-1234-564,30.0,0.22922554012611868,smarttable
6,Q0,table-1464-266,31.0,0.22131865792479075,smarttable
6,Q0,table-1631-532,32.0,0.21241233493207742,smarttable
6,Q0,table-0088-509,33.0,0.20803546278181873,smarttable
6,Q0,table-0708-8,34.0,0.1948817763057145,smarttable
6,Q0,table-0878-982,35.0,0.1938069840618821,smarttable
6,Q0,table-1504-542,36.0,0.1923693719895425,smarttable
6,Q0,table-1560-416,37.0,0.18775216648885906,smarttable
6,Q0,table-1578-829,38.0,0.17842687495614445,smarttable
6,Q0,table-0417-973,39.0,0.1693027926975162,smarttable
6,Q0,table-1228-309,40.0,0.14034737369000216,smarttable
6,Q0,table-1150-549,41.0,0.1262378813217305,smarttable
6,Q0,table-1409-927,42.0,0.12146749617914748,smarttable
6,Q0,table-0720-762,43.0,0.11954917693947432,smarttable
6,Q0,table-0094-625,44.0,0.10723301474124287,smarttable
6,Q0,table-0551-196,45.0,0.10342836074926737,smarttable
6,Q0,table-0699-968,46.0,0.08819344817973811,smarttable
6,Q0,table-1008-856,47.0,0.07863874583582743,smarttable
6,Q0,table-0832-490,48.0,0.04920490386216362,smarttable
6,Q0,table-0329-28,49.0,0.04801572539464619,smarttable
6,Q0,table-1294-312,50.0,0.012731749523968798,smarttable
7,Q0,table-1219-416,1.0,0.7658747744649551,smarttable
7,Q0,table-1646-24,2.0,0.5665361683020164,smarttable
7,Q0,table-1027-955,3.0,0.5107066175013342,smarttable
7,Q0,table-1492-675,4.0,0.5006465608276213,smarttable
7,Q0,table-0679-415,5.0,0.4611262931185727,smarttable
7,Q0,table-1056-349,6.0,0.4607765240779649,smarttable
7,Q0,table-0155-146,7.0,0.4518587411381944,smarttable
7,Q0,table-0592-701,8.0,0.4449212169753756,smarttable
7,Q0,table-1460-510,9.0,0.42788503607111705,smarttable
7,Q0,table-0406-281,10.0,0.4271359916596552,smarttable
7,Q0,table-1344-229,11.0,0.41660203301853,smarttable
7,Q0,table-0678-625,12.0,0.4013162769148783,smarttable
7,Q0,table-1211-1000,13.0,0.3942980784685014,smarttable
7,Q0,table-1367-872,14.0,0.3942980784685014,smarttable
7,Q0,table-1582-619,15.0,0.3942980784685014,smarttable
7,Q0,table-0678-627,16.0,0.3942980784685014,smarttable
7,Q0,table-1100-272,17.0,0.38698208839862935,smarttable
7,Q0,table-1100-274,18.0,0.38698208839862935,smarttable
7,Q0,table-0033-959,19.0,0.38437053616956457,smarttable
7,Q0,table-1401-117,20.0,0.37926361587781215,smarttable
7,Q0,table-0480-276,21.0,0.37926361587781215,smarttable
7,Q0,table-1594-2,22.0,0.37011566134775215,smarttable
7,Q0,table-0291-159,23.0,0.35928526522478804,smarttable
7,Q0,table-0776-561,24.0,0.3557581665473989,smarttable
7,Q0,table-0048-575,25.0,0.3554856987243825,smarttable
7,Q0,table-0453-279,26.0,0.3527182240523322,smarttable
7,Q0,table-0048-585,27.0,0.35038108862080164,smarttable
7,Q0,table-0048-582,28.0,0.35038108862080164,smarttable
7,Q0,table-1420-89,29.0,0.34710706427965543,smarttable
7,Q0,table-1420-90,30.0,0.34710706427965543,smarttable
7,Q0,table-0692-77,31.0,0.3462299082095563,smarttable
7,Q0,table-0824-358,32.0,0.3449556616643539,smarttable
7,Q0,table-0261-275,33.0,0.3418933589593538,smarttable
7,Q0,table-0453-280,34.0,0.34127709563384806,smarttable
7,Q0,table-1437-805,35.0,0.34096802481226024,smarttable
7,Q0,table-0519-449,36.0,0.34095156020274187,smarttable
7,Q0,table-0048-583,37.0,0.3231518580277207,smarttable
7,Q0,table-0266-218,38.0,0.3052430609000628,smarttable
7,Q0,table-0890-878,39.0,0.30461361046449403,smarttable
7,Q0,table-0367-173,40.0,0.291526649069493,smarttable
7,Q0,table-1485-305,41.0,0.29099434708805627,smarttable
7,Q0,table-0415-464,42.0,0.27152711644393634,smarttable
7,Q0,table-1417-774,43.0,0.26206151975361197,smarttable
7,Q0,table-0829-105,44.0,0.23028546194424218,smarttable
7,Q0,table-0870-141,45.0,0.187394805451786,smarttable
7,Q0,table-0765-999,46.0,0.1759444934261784,smarttable
7,Q0,table-0773-683,47.0,0.17446751992923573,smarttable
7,Q0,table-0517-282,48.0,0.17446751992923573,smarttable
7,Q0,table-1016-914,49.0,0.15239166770075369,smarttable
7,Q0,table-0289-558,50.0,0.13228664335877408,smarttable
7,Q0,table-0289-556,51.0,0.13228664335877408,smarttable
7,Q0,table-0289-557,52.0,0.13228664335877408,smarttable
7,Q0,table-0289-554,53.0,0.13228664335877408,smarttable
7,Q0,table-0289-553,54.0,0.13228664335877408,smarttable
7,Q0,table-1355-662,55.0,0.08905624926024142,smarttable
7,Q0,table-1375-849,56.0,0.083983239288633,smarttable
7,Q0,table-0127-274,57.0,0.053675724573526054,smarttable
8,Q0,table-0859-564,1.0,0.6510390004974861,smarttable
8,Q0,table-0363-804,2.0,0.556992515317217,smarttable
8,Q0,table-0383-873,3.0,0.556992515317217,smarttable
8,Q0,table-1009-917,4.0,0.5479799578593731,smarttable
8,Q0,table-1310-1,5.0,0.5435688147145709,smarttable
8,Q0,table-0461-640,6.0,0.5049018054005388,smarttable
8,Q0,table-0366-991,7.0,0.4747035391957902,smarttable
8,Q0,table-0335-195,8.0,0.4704588703600739,smarttable
8,Q0,table-0633-54,9.0,0.4635651105348155,smarttable
8,Q0,table-0177-459,10.0,0.45492995212058707,smarttable
8,Q0,table-0569-730,11.0,0.45375810164371494,smarttable
8,Q0,table-0204-321,12.0,0.4124721904115724,smarttable
8,Q0,table-0205-562,13.0,0.4043164658393849,smarttable
8,Q0,table-1163-200,14.0,0.39215924155117404,smarttable
8,Q0,table-0298-767,15.0,0.3626362647480871,smarttable
8,Q0,table-1358-28,16.0,0.36059447206524564,smarttable
8,Q0,table-0176-187,17.0,0.36059447206524564,smarttable
8,Q0,table-0145-207,18.0,0.3568545537836659,smarttable
8,Q0,table-0044-50,19.0,0.3561237003842862,smarttable
8,Q0,table-0892-324,20.0,0.34419695969556313,smarttable
8,Q0,table-1408-936,21.0,0.34419695969556313,smarttable
8,Q0,table-1408-857,22.0,0.34419695969556313,smarttable
8,Q0,table-0410-847,23.0,0.33904557662607204,smarttable
8,Q0,table-0022-251,24.0,0.3380990245412225,smarttable
8,Q0,table-0858-955,25.0,0.3257270183389052,smarttable
8,Q0,table-0359-356,26.0,0.30748425182967953,smarttable
8,Q0,table-1389-264,27.0,0.3052080610267678,smarttable
8,Q0,table-0625-924,28.0,0.29273897249367653,smarttable
8,Q0,table-0877-55,29.0,0.29137471384763175,smarttable
8,Q0,table-0173-720,30.0,0.27867517217662763,smarttable
8,Q0,table-0249-249,31.0,0.2709876042619455,smarttable
8,Q0,table-1389-263,32.0,0.2384826923147337,smarttable
8,Q0,table-1509-515,33.0,0.23740277312647484,smarttable
8,Q0,table-0316-849,34.0,0.22223640055714403,smarttable
8,Q0,table-1478-421,35.0,0.21645538129223893,smarttable
8,Q0,table-1610-48,36.0,0.2096757760578942,smarttable
8,Q0,table-1389-262,37.0,0.2007782377872606,smarttable
8,Q0,table-0628-491,38.0,0.18576864526555303,smarttable
8,Q0,table-0633-57,39.0,0.16079063575394612,smarttable
8,Q0,table-1388-136,40.0,0.14901713927213217,smarttable
8,Q0,table-1492-769,41.0,0.14890304134659543,smarttable
8,Q0,table-0676-796,42.0,0.14504693693953963,smarttable
8,Q0,table-0014-798,43.0,0.11021926539687447,smarttable
8,Q0,table-0570-605,44.0,0.04396762485325912,smarttable
8,Q0,table-0125-915,45.0,0.0048347434276250325,smarttable
8,Q0,table-1125-871,46.0,0.0,smarttable
8,Q0,table-1272-540,47.0,0.0,smarttable
9,Q0,table-0538-779,1.0,0.668078228296264,smarttable
9,Q0,table-0786-423,2.0,0.5886505376959388,smarttable
9,Q0,table-0731-979,3.0,0.5544407482952379,smarttable
9,Q0,table-0824-357,4.0,0.54513979578929,smarttable
9,Q0,table-1415-938,5.0,0.5293169963618977,smarttable
9,Q0,table-1286-2,6.0,0.511755385314297,smarttable
9,Q0,table-1276-195,7.0,0.5041675767559561,smarttable
9,Q0,table-0383-921,8.0,0.49194382288958394,smarttable
9,Q0,table-0326-223,9.0,0.47492550753644913,smarttable
9,Q0,table-0430-782,10.0,0.3951046865411921,smarttable
9,Q0,table-0321-578,11.0,0.38963868579392663,smarttable
9,Q0,table-1524-764,12.0,0.3585489385582219,smarttable
9,Q0,table-0148-456,13.0,0.3399158218039756,smarttable
9,Q0,table-1402-475,14.0,0.3332347035194969,smarttable
9,Q0,table-1402-476,15.0,0.3286673969411129,smarttable
9,Q0,table-1243-885,16.0,0.3030939385065221,smarttable
9,Q0,table-0132-349,17.0,0.30039954188924817,smarttable
9,Q0,table-0550-41,18.0,0.25821904894221687,smarttable
9,Q0,table-0336-541,19.0,0.255357562241316,smarttable
9,Q0,table-0773-395,20.0,0.25002821512303625,smarttable
9,Q0,table-1619-337,21.0,0.2477564382504201,smarttable
9,Q0,table-0436-667,22.0,0.24267272442591786,smarttable
9,Q0,table-0471-463,23.0,0.23009272575619708,smarttable
9,Q0,table-0585-98,24.0,0.229375936573112,smarttable
9,Q0,table-0601-199,25.0,0.20677501151366384,smarttable
9,Q0,table-0513-709,26.0,0.19417059513824636,smarttable
9,Q0,table-1619-336,27.0,0.18874928909907907,smarttable
9,Q0,table-0123-459,28.0,0.188158741653395,smarttable
9,Q0,table-0600-579,29.0,0.15517638939118095,smarttable
9,Q0,table-0601-201,30.0,0.15462271272673853,smarttable
9,Q0,table-1628-214,31.0,0.14856802191546253,smarttable
9,Q0,table-0601-200,32.0,0.14667309356293787,smarttable
9,Q0,table-1403-409,33.0,0.14488772724319043,smarttable
