QueryID,QueryString,Table id,pgTitle,rows,cols,numberofNullsInTable,yrank,qlen,IDFpageTitles,IDFsectionTitle,IDFtableCaption,IDFtableHeading,IDFtableBody,IDFCatchAll,hitsLC,hitsSLC,hitsB,hitsPageTitle,hitsTableCaption,relevanceJudgement
1,world interest rates table,table-1000-57,Chakravarty Committee on Monetary Policy (1985),2,2,0,0,4,26.80344175,23.56423383,23.16596393,23.41475976,14.79472698,13.79627201,0,0,0,0,1,0
1,world interest rates table,table-1020-619,Silver upholders,4,3,0,0,4,26.80344175,23.56423383,23.16596393,23.41475976,14.79472698,13.79627201,0,0,0,0,0,0
1,world interest rates table,table-1042-895,United States policy responses to the Great Recession,7,6,3,0,4,26.80344175,23.56423383,23.16596393,23.41475976,14.79472698,13.79627201,0,0,0,0,2,1
1,world interest rates table,table-1049-718,List of film festivals in Europe,30,6,11,0,4,26.80344175,23.56423383,23.16596393,23.41475976,14.79472698,13.79627201,0,0,0,0,0,0
1,world interest rates table,table-1049-749,List of film festivals in Europe,4,6,4,0,4,26.80344175,23.56423383,23.16596393,23.41475976,14.79472698,13.79627201,0,0,0,0,0,0
1,world interest rates table,table-1049-725,List of film festivals in Europe,37,6,51,0,4,26.80344175,23.56423383,23.16596393,23.41475976,14.79472698,13.79627201,0,0,0,0,0,0
1,world interest rates table,table-1049-723,List of film festivals in Europe,15,6,18,0,4,26.80344175,23.56423383,23.16596393,23.41475976,14.79472698,13.79627201,0,0,0,0,0,0
1,world interest rates table,table-1049-763,List of film festivals in Oceania,13,6,3,0,4,26.80344175,23.56423383,23.16596393,23.41475976,14.79472698,13.79627201,0,0,0,0,0,0
1,world interest rates table,table-1071-345,List of Biz Kid$ episodes,16,5,0,0,4,26.80344175,23.56423383,23.16596393,23.41475976,14.79472698,13.79627201,4,4,4,0,0,0
1,world interest rates table,table-1138-576,2015 FIFA Beach Soccer World Cup,6,2,0,0,4,26.80344175,23.56423383,23.16596393,23.41475976,14.79472698,13.79627201,0,1,0,0,0,0
1,world interest rates table,table-1203-836,Suicide in Ukraine,4,8,0,0,4,26.80344175,23.56423383,23.16596393,23.41475976,14.79472698,13.79627201,0,0,0,0,0,0
1,world interest rates table,table-1203-868,Suicide in Lithuania,4,8,0,0,4,26.80344175,23.56423383,23.16596393,23.41475976,14.79472698,13.79627201,0,0,0,0,0,0
1,world interest rates table,table-1248-402,2013 ICC World Cricket League Africa Region Twenty20 Division One,2,2,2,0,4,26.80344175,23.56423383,23.16596393,23.41475976,14.79472698,13.79627201,0,0,0,0,1,0
1,world interest rates table,table-1260-774,2013 ICC World Cricket League Americas Region Twenty20 Division One,2,2,2,0,4,26.80344175,23.56423383,23.16596393,23.41475976,14.79472698,13.79627201,0,0,0,0,0,0
1,world interest rates table,table-1266-875,2017 FIFA Beach Soccer World Cup,6,2,0,0,4,26.80344175,23.56423383,23.16596393,23.41475976,14.79472698,13.79627201,0,1,0,0,0,0
1,world interest rates table,table-1318-690,2013–14 IRB Sevens World Series,3,1,0,0,4,26.80344175,23.56423383,23.16596393,23.41475976,14.79472698,13.79627201,0,0,0,0,0,0
1,world interest rates table,table-1391-8,International rankings of the United States,29,6,29,0,4,26.80344175,23.56423383,23.16596393,23.41475976,14.79472698,13.79627201,0,1,0,0,0,0
1,world interest rates table,table-1402-139,Gross world product,5,10,0,86,4,26.80344175,23.56423383,23.16596393,23.41475976,14.79472698,13.79627201,0,0,0,1,1,0
1,world interest rates table,table-1423-774,Adjustable-rate mortgage,9,2,0,0,4,26.80344175,23.56423383,23.16596393,23.41475976,14.79472698,13.79627201,0,14,0,1,0,0
1,world interest rates table,table-1452-662,A Different World,17,8,38,0,4,26.80344175,23.56423383,23.16596393,23.41475976,14.79472698,13.79627201,0,1,0,0,0,0
1,world interest rates table,table-1462-893,Excise tax in the United States,0,1,0,0,4,26.80344175,23.56423383,23.16596393,23.41475976,14.79472698,13.79627201,0,0,0,0,0,0
1,world interest rates table,table-1470-745,Reasons of the Supreme Court of Canada by Justice Bastarache,30,5,89,0,4,26.80344175,23.56423383,23.16596393,23.41475976,14.79472698,13.79627201,0,0,0,0,0,0
2,2008 beijing olympics,table-0092-846,Aliya Garayeva,5,7,1,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,5,0,5,0,0,1
2,2008 beijing olympics,table-0218-15,Armenia at the Olympics,12,5,0,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,0,0,0,0,0,0
2,2008 beijing olympics,table-0223-179,Afghanistan at the Olympics,2,5,0,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,0,0,0,0,0,0
2,2008 beijing olympics,table-0223-565,Kyrgyzstan at the Olympics,3,5,0,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,0,0,0,0,0,1
2,2008 beijing olympics,table-0331-42,Beijing 2008 (video game),1,3,0,31,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,0,1,0,1,0,1
2,2008 beijing olympics,table-0346-14,Volleyball at the 2008 Summer Olympics – Men's tournament,3,2,2,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,0,0,0,1,0,1
2,2008 beijing olympics,table-0346-771,Yelena Posevina,3,7,1,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,3,0,3,0,0,1
2,2008 beijing olympics,table-0367-57,Yevgeniya Kanayeva,5,9,1,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,5,0,5,0,0,0
2,2008 beijing olympics,table-0371-307,Archery at the 2008 Summer Olympics – Men's individual,1,5,0,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,0,0,0,1,0,1
2,2008 beijing olympics,table-0379-471,Swimming at the 2008 Summer Olympics – Women's 100 metre freestyle,1,5,0,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,0,0,0,1,0,1
2,2008 beijing olympics,table-0384-730,Nicola Spirig,3,4,1,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,1,1,1,0,0,0
2,2008 beijing olympics,table-0386-945,Jane Gregory,4,6,0,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,2,0,2,0,0,1
2,2008 beijing olympics,table-0391-82,Olga Kapranova,5,9,1,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,5,0,5,0,0,1
2,2008 beijing olympics,table-0391-689,Mariya Stadnik,2,9,2,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,2,1,2,0,0,0
2,2008 beijing olympics,table-0395-845,Natalia Zuyeva,3,7,1,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,3,0,3,0,0,1
2,2008 beijing olympics,table-0396-317,Tatiana Gorbunova,3,7,1,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,3,0,3,0,0,1
2,2008 beijing olympics,table-0396-315,Margarita Aliychuk,3,7,1,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,3,0,3,0,0,1
2,2008 beijing olympics,table-0396-314,Daria Shkurikhina,3,7,1,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,3,0,3,0,0,1
2,2008 beijing olympics,table-0396-316,Anna Gavrilenko,3,7,1,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,3,0,3,0,0,1
2,2008 beijing olympics,table-0398-518,Shawn Johnson,27,8,52,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,12,12,12,0,0,1
2,2008 beijing olympics,table-0406-134,Belarus at the Olympics,26,5,0,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,0,0,0,0,0,1
2,2008 beijing olympics,table-0517-363,Natalia Godunko,5,7,1,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,5,0,5,0,0,1
2,2008 beijing olympics,table-0517-237,Anna Bessonova,5,7,1,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,5,0,5,0,0,1
2,2008 beijing olympics,table-0530-747,Simona Peycheva,5,7,1,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,5,0,5,0,0,0
2,2008 beijing olympics,table-0552-593,Alina Maksymenko,3,7,1,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,3,0,3,0,0,1
2,2008 beijing olympics,table-0562-150,Swimming at the 2008 Summer Olympics – Qualification,5,5,7,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,2,0,2,1,0,1
2,2008 beijing olympics,table-0620-231,Inna Zhukova,5,9,1,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,5,0,5,0,0,1
2,2008 beijing olympics,table-0654-76,Marshall Islands at the Olympics,2,5,3,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,2,0,2,0,0,1
2,2008 beijing olympics,table-0876-75,Irina Risenzon,5,9,1,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,5,0,5,0,0,1
2,2008 beijing olympics,table-0891-125,Aliya Yussupova,5,7,1,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,5,0,5,0,0,0
2,2008 beijing olympics,table-0899-793,List of Summer Olympics venues: Q–R,4,5,4,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,0,4,0,0,0,1
2,2008 beijing olympics,table-0915-390,Emma Hindle,5,6,5,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,3,0,3,0,0,1
2,2008 beijing olympics,table-0938-969,Athletics at the 2012 Summer Olympics – Men's 50 kilometres walk,2,5,0,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,0,0,0,0,0,0
2,2008 beijing olympics,table-0938-613,Archery at the 2012 Summer Olympics – Women's team,1,5,0,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,0,1,0,0,0,0
2,2008 beijing olympics,table-0938-612,Archery at the 2012 Summer Olympics – Women's team,1,5,0,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,0,1,0,0,0,0
2,2008 beijing olympics,table-1038-905,Sergio Agüero,2,7,1,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,0,2,0,0,0,1
2,2008 beijing olympics,table-1047-143,Swimming at the 2012 Summer Olympics – Women's 400 metre individual medley,1,5,0,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,0,0,0,0,0,0
2,2008 beijing olympics,table-1047-58,Swimming at the 2012 Summer Olympics – Women's 800 metre freestyle,1,5,0,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,0,0,0,0,0,1
2,2008 beijing olympics,table-1047-153,Swimming at the 2012 Summer Olympics – Men's 4 × 100 metre freestyle relay,1,5,0,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,0,1,0,0,0,0
2,2008 beijing olympics,table-1047-140,Swimming at the 2012 Summer Olympics – Men's 400 metre individual medley,1,5,0,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,0,0,0,0,0,0
2,2008 beijing olympics,table-1064-384,Weightlifting at the 2012 Summer Olympics – Men's 94 kg,5,6,2,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,0,0,0,0,0,0
2,2008 beijing olympics,table-1064-402,Weightlifting at the 2012 Summer Olympics – Women's 48 kg,5,6,2,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,0,0,0,0,0,0
2,2008 beijing olympics,table-1064-451,Weightlifting at the 2012 Summer Olympics – Women's 75 kg,5,6,2,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,0,0,0,0,0,0
2,2008 beijing olympics,table-1064-455,Weightlifting at the 2012 Summer Olympics – Women's 69 kg,5,6,2,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,0,0,0,0,0,0
2,2008 beijing olympics,table-1064-381,Weightlifting at the 2012 Summer Olympics – Men's 105 kg,5,6,2,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,0,0,0,0,0,0
2,2008 beijing olympics,table-1064-447,Weightlifting at the 2012 Summer Olympics – Women's +75 kg,5,6,2,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,0,0,0,0,0,0
2,2008 beijing olympics,table-1064-388,Weightlifting at the 2012 Summer Olympics – Men's 85 kg,5,6,2,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,0,0,0,0,0,0
2,2008 beijing olympics,table-1145-440,Shooting at the 2012 Summer Olympics – Women's skeet,2,5,0,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,0,0,0,0,0,0
2,2008 beijing olympics,table-1145-422,Shooting at the 2012 Summer Olympics – Men's trap,2,5,0,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,0,0,0,0,0,0
2,2008 beijing olympics,table-1186-590,Wrestling in Armenia,6,5,6,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,3,0,3,0,0,0
2,2008 beijing olympics,table-1408-871,Venues of the 2008 Summer Olympics,12,4,12,5,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,0,12,0,1,0,2
2,2008 beijing olympics,table-1408-870,Venues of the 2008 Summer Olympics,6,4,6,5,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,0,6,0,1,0,2
2,2008 beijing olympics,table-1408-869,Venues of the 2008 Summer Olympics,7,4,7,5,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,0,7,0,1,0,2
2,2008 beijing olympics,table-1408-874,Venues of the 2008 Summer Olympics,6,5,6,5,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,0,0,0,1,0,1
2,2008 beijing olympics,table-1552-729,2008 Summer Olympics,6,4,0,1,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,0,0,0,1,0,1
2,2008 beijing olympics,table-1564-439,Diving at the 2008 Summer Olympics,4,5,2,176,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,0,1,0,1,0,1
2,2008 beijing olympics,table-1574-263,Togo at the Olympics,1,5,0,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,0,0,0,0,0,0
2,2008 beijing olympics,table-1578-197,China at the Olympics,1,6,0,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,2,0,2,0,0,2
2,2008 beijing olympics,table-1600-861,Ilya Ilyin,3,13,3,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,0,1,0,0,1,1
2,2008 beijing olympics,table-1621-634,Kyle Shewfelt,13,8,0,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,13,10,13,0,1,1
2,2008 beijing olympics,table-1629-769,Pierre de Coubertin medal,16,5,2,0,3,21.62209001,22.59115786,22.59115786,22.01369029,19.38680517,19.25384137,0,0,0,0,0,0
3,fast cars,table-0005-927,Fast Cars and Superstars: The Gillette Young Guns Celebrity Race,7,5,0,18,2,17.35351552,14.95391376,14.95391376,13.85496041,8.640493603,8.539590123,0,0,0,0,0,1
3,fast cars,table-0005-923,Fast Cars and Superstars: The Gillette Young Guns Celebrity Race,3,7,0,18,2,17.35351552,14.95391376,14.95391376,13.85496041,8.640493603,8.539590123,0,0,0,0,0,1
3,fast cars,table-0005-925,Fast Cars and Superstars: The Gillette Young Guns Celebrity Race,4,7,0,18,2,17.35351552,14.95391376,14.95391376,13.85496041,8.640493603,8.539590123,0,0,0,0,0,1
3,fast cars,table-0005-926,Fast Cars and Superstars: The Gillette Young Guns Celebrity Race,4,7,0,18,2,17.35351552,14.95391376,14.95391376,13.85496041,8.640493603,8.539590123,0,0,0,0,0,1
3,fast cars,table-0005-922,Fast Cars and Superstars: The Gillette Young Guns Celebrity Race,3,7,0,18,2,17.35351552,14.95391376,14.95391376,13.85496041,8.640493603,8.539590123,0,0,0,0,0,1
3,fast cars,table-0005-924,Fast Cars and Superstars: The Gillette Young Guns Celebrity Race,3,7,0,18,2,17.35351552,14.95391376,14.95391376,13.85496041,8.640493603,8.539590123,0,0,0,0,0,1
3,fast cars,table-0005-921,Fast Cars and Superstars: The Gillette Young Guns Celebrity Race,3,7,0,18,2,17.35351552,14.95391376,14.95391376,13.85496041,8.640493603,8.539590123,0,0,0,0,0,1
3,fast cars,table-0007-837,New Jersey Transit Rail Operations,9,7,8,0,2,17.35351552,14.95391376,14.95391376,13.85496041,8.640493603,8.539590123,0,0,0,0,1,0
3,fast cars,table-0009-475,Queensland Raceway,17,5,0,0,2,17.35351552,14.95391376,14.95391376,13.85496041,8.640493603,8.539590123,1,0,1,0,0,1
3,fast cars,table-0016-438,List of Viva La Bam episodes,16,4,0,0,2,17.35351552,14.95391376,14.95391376,13.85496041,8.640493603,8.539590123,2,2,2,0,0,0
3,fast cars,table-0100-834,Fast Cars and Freedom,1,2,0,6,2,17.35351552,14.95391376,14.95391376,13.85496041,8.640493603,8.539590123,0,0,0,0,0,0
3,fast cars,table-0100-833,Fast Cars and Freedom,3,2,0,6,2,17.35351552,14.95391376,14.95391376,13.85496041,8.640493603,8.539590123,0,0,0,0,0,0
3,fast cars,table-0100-835,Fast Cars and Freedom,0,1,0,6,2,17.35351552,14.95391376,14.95391376,13.85496041,8.640493603,8.539590123,0,0,0,0,0,0
3,fast cars,table-0110-38,As Good as I Once Was,0,1,0,0,2,17.35351552,14.95391376,14.95391376,13.85496041,8.640493603,8.539590123,0,0,0,0,0,0
3,fast cars,table-0168-817,List of dirt track ovals in the United Kingdom,64,4,16,0,2,17.35351552,14.95391376,14.95391376,13.85496041,8.640493603,8.539590123,0,0,0,0,0,0
3,fast cars,table-0187-658,SEPTA Regional Rail,3,8,1,0,2,17.35351552,14.95391376,14.95391376,13.85496041,8.640493603,8.539590123,0,0,0,0,1,0
3,fast cars,table-0257-866,Aaron Watson,14,3,0,0,2,17.35351552,14.95391376,14.95391376,13.85496041,8.640493603,8.539590123,0,0,0,0,0,0
3,fast cars,table-0258-207,Top Gear (series 4),2,6,1,43,2,17.35351552,14.95391376,14.95391376,13.85496041,8.640493603,8.539590123,0,0,0,0,0,1
3,fast cars,table-0264-280,Jewel (singer),25,4,6,0,2,17.35351552,14.95391376,14.95391376,13.85496041,8.640493603,8.539590123,0,0,0,0,0,0
3,fast cars,table-0282-248,Jay Leno,20,4,7,0,2,17.35351552,14.95391376,14.95391376,13.85496041,8.640493603,8.539590123,0,0,0,0,0,0
3,fast cars,table-0287-961,The Clarks,8,3,0,0,2,17.35351552,14.95391376,14.95391376,13.85496041,8.640493603,8.539590123,0,0,0,0,0,0
3,fast cars,table-0312-107,"Fast Cars, Danger, Fire and Knives",3,2,2,9,2,17.35351552,14.95391376,14.95391376,13.85496041,8.640493603,8.539590123,0,0,0,0,0,0
3,fast cars,table-0327-490,Howrah Bridge,6,3,0,0,2,17.35351552,14.95391376,14.95391376,13.85496041,8.640493603,8.539590123,0,0,0,0,0,0
3,fast cars,table-0483-357,2005 Dakar Rally,10,7,0,0,2,17.35351552,14.95391376,14.95391376,13.85496041,8.640493603,8.539590123,0,0,0,0,0,1
3,fast cars,table-0523-299,30 Seconds (TV series),11,4,5,0,2,17.35351552,14.95391376,14.95391376,13.85496041,8.640493603,8.539590123,2,2,2,0,0,0
3,fast cars,table-0564-300,Tramways in Szczecin,8,3,0,0,2,17.35351552,14.95391376,14.95391376,13.85496041,8.640493603,8.539590123,1,1,1,0,1,0
3,fast cars,table-0584-496,Zoombezi Bay,31,5,3,0,2,17.35351552,14.95391376,14.95391376,13.85496041,8.640493603,8.539590123,0,2,0,0,0,0
3,fast cars,table-0676-796,Crystal oscillator frequencies,253,6,751,0,2,17.35351552,14.95391376,14.95391376,13.85496041,8.640493603,8.539590123,0,0,0,0,0,0
3,fast cars,table-0909-908,2011 Sports Racer Series,14,5,3,0,2,17.35351552,14.95391376,14.95391376,13.85496041,8.640493603,8.539590123,0,0,0,0,0,0
3,fast cars,table-0928-773,Leticia Ortiz (character),3,2,0,0,2,17.35351552,14.95391376,14.95391376,13.85496041,8.640493603,8.539590123,0,0,0,0,0,0
3,fast cars,table-0990-862,Speed Dreams,7,2,0,0,2,17.35351552,14.95391376,14.95391376,13.85496041,8.640493603,8.539590123,1,3,1,0,1,1
3,fast cars,table-1060-869,List of 2011 box office number-one films in Colombia,51,3,51,0,2,17.35351552,14.95391376,14.95391376,13.85496041,8.640493603,8.539590123,0,0,0,0,0,0
